stateβ β!β"β#β$β%β&β'β(β)β*β+β,β-β.β/β0β1β2β3β4β5β6β7β8β9β:β;β<β=β>β?β@βAβBβCβDβEβFβGβHβIβJβKβLβMβNβOβPβQβRβSβTβUβVβWβXβYβZβ[β\β]β^β_β`βaβbβcβdβeβfβgβhβiβjβkβlβmβnβoβpβqβrβsβtβuβvβwβxβyβzβ{β|β}β~β¢β£β§β¨βªβ¬β°β²β³β´β¹βºβÁβÂβÃβÉβÊβÍβÓβÔβÕβÚβÜβáβâβãβçβéβêβíβóβôβõβúβüβŋβτβ⁰β⁴β⁵β⁶β⁷β⁸β⁹β
δ<δ 37β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β13β11β10β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β
δ=δ 38β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β9β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β
δ>δ 39β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β12β14β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β
δ^δ 40β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β21β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β
δidentificadorδ 41β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β58β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 42β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β59β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 43β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β60β25β25β25β25β25β25β25β25β25β25β25β25β25β61β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 44β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β62β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δeδ 45β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β63β64β25β25β25β25β65β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 46β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β66β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 47β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β67β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 48β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β68β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 49β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β69β25β25β25β25β25β25β25β25β25β25β25β25β25β70β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 50β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β71β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 51β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β72β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 52β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β73β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 53β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β74β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 54β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β75β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 55β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β76β25β25β25β77β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 56β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β78β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δ//δ 57β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β19β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β
δidentificadorδ 58β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β79β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 59β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β80β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 60β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β81β25β25β25β25β25β25β25β25β25β25β25β25β25β25β82β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 61β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β83β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 62β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β84β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δemδ 63β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 64β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β85β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 65β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β86β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 66β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β87β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 67β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β88β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β89β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 68β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β90β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δnaδ 69β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β91β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δnoδ 70β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δouδ 71β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 72β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β92β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 73β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β93β25β25β25β25β25β25β25β25β25β25β25β25β25β25β94β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δseδ 74β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β95β25β25β25β96β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 75β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β97β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 76β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β98β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 77β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β99β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 78β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β100β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δateδ 79β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 80β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β101β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 81β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β102β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 82β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β103β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
δidentificadorδ 83β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β25β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β104β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β158β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β25β158β158β158β158β158β158β158β158β158β
